raw_affiliation,DOI
"Department of Medical Oncology, University Hospital of Jaén, Jaén, Spain",1
"Department of Medical Oncology, University Hospital of Guadalajara, Guadalajara, Spain",1
"Department of Medical Oncology, University Hospital Valme, Sevilla, Spain",1
"Department of Medical Oncology, University Hospital Son Espases, Palma de Mallorca, Spain",1
"Department of Medical Oncology, University Hospital Reina Sofía, Maimónides Institute for Biomedical research of Córdoba (IMIBIC), Córdoba, Spain",1
"Department of Medicine, Universidad Complutense de Madrid, 28015 Madrid, Spain",1
"Department of Medical Oncology, University Hospital Nuestra Señora de Candelaria, Santa Cruz de Tenerife, Spain",1
"Department of Medical Oncology, University Hospital Marqués de Valdecilla, Santander, Spain",1
"Department of Medical Oncology, University Hospital Lucus Augusti, Lugo, Spain",1
"Department of Medical Oncology, University Hospital La Paz, Madrid, Spain",1
"Department of Medical Oncology, University Hospital Infanta Cristina, Parla, Madrid, Spain",1
"Department of Medical Oncology, University Hospital Fundación Alcorcón, Madrid, Spain",1
"Department of Medical Oncology, University Hospital Dr. Peset, Valencia, Spain",1
"Department of Medical Oncology, Tumor Microenvironment and Immunotherapy Research Group, Hospital Universitario 12 de Octubre, Madrid, Health Research Institute Hospital Universitario 12 de Octubre (i+12), H12O-CNIO Lung Cancer Clinical Research Unit, Health Research Institute, CIBERONC, Madrid, Spain",1
"Department of Medical Oncology, Translational Genomics and Targeted Therapeutics in Solid Tumors, Hospital Clínic de Barcelona, Institut D'Investigacions Biomèdiques August Pi I Sunyer (Idibaps), Barcelona, Spain",1
"Department of Medical Oncology, Santa Creu and Sant Pau Hospital, Autonomous University of Barcelona, Barcelona, Spain",1
"Department of Medical Oncology, San Carlos Clinic University Hospital, San Carlos Health Research Institute, Madrid, Spain",1
"Department of Medical Oncology, Navarra University Hospital, Pamplona, Spain",1
"Department of Medical Oncology, Marqués de Valdecilla University Hospital, IDIVAL, Santander, Spain",1
"Department of Medical Oncology, MD Anderson Cancer Center, Calle de Arturo Soria, 270 28033, Madrid, Spain",1
"Department of Medical Oncology, MD Anderson Cancer Center Madrid, Madrid, Spain",1
"Department of Medical Oncology, University Hospital Parc Taulí, Institut d'Investigació i Innovació Parc Taulí, Sabadell, Spain",1
"Department of Medicine, Universidad Complutense de Madrid , Madrid , Spain",1
"Department of Medicine, Universidad Autónoma de Madrid (UAM), Madrid, Spain",1
"Department of Medicine, Science Health Faculty, Universitat Jaume I, Castelló de la Plana, Spain.",1
"Department of Medicine, School of Medicine, University of Granada, Granada, Spain",1
"Department of Medicine, School of Medicine, Universidad Complutense de Madrid, Madrid, Spain",1
"Department of Medicine, School of Medicine Universidad Complutense de Madrid  Madrid Spain",1
"Department of Medicine, Pompeu Fabra University, 08003 Barcelona, Spain",1
"Department of Medicine, Intensive Care Unit University Hospital of Jerez, University of Cádiz, INIBiCA, Cádiz, Spain",1
"Department of Medicine, Faculty of Biomedical and Health Sciences, Universidad Europea de Madrid , Madrid , Spain",1
"Department of Medicine, Autonomous University of Barcelona, Barcelona, Spain",1
"Department of Medicine, Atenció Primària Barcelona—Institut Català de la Salut (ICS), Grupo GREMPAL Universidad de Barcelona  Barcelona Spain",1
"Department of Medicine and Psychiatry, University of Zaragoza, Zaragoza, Spain",1
Department of Medicine and Psychiatry University of Zaragoza  Zaragoza Spain,1
Department of Medicine and Psychiatry,1
"Department of Medicine and Medical Specialties, Faculty of Medicine and Health Sciences, Faculty of Medicine Alcalá University Madrid Spain",1
"Department of Medical Sciences, Faculty of Medicine, University of Girona, 17003 Girona, Spain",1
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra, Spain",1
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra, Barcelona, Spain; Research Programme on Biomedical Informatics (GRIB), Hospital del Mar Research Institute (IMIM), Barcelona, Spain.",1
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra, Barcelona, Spain.",1
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra (UPF), Barcelona, Spain",1
Department of Medicine and Life Sciences Universitat Pompeu Fabra  Barcelona Spain,1
"Department of Medicine and Life Sciences (MELIS), Universitat Pompeu Fabra (UPF), Barcelona, Spain",1
"Department of Medicine and Life Sciences (MELIS), UPF, Barcelona, Spain",1
"Department of Medicine and Life Science, Universitat Pompeu Fabra (UPF), Barcelona, Spain",1
Department of Medicine and Dermatology Universidad de Málaga Málaga Spain,1
Department of Medicine Universitat Jaume I  Castellón de la Plana Spain,1
Department of Medicine Universitat Autónoma de Barcelona  Barcelona Spain,1
Department of Medicine Universitat Autònoma de Barcelona (UAB) Bellaterra Spain,1
Department of Medicine Universidad Autónoma de Barcelona  Barcelona Spain,1
"Department of Medicine & Psychiatry, University Hospital Virgen del Rocio, IBiS, Centro de Investigación Biomédica en Red de Salud Mental (CIBERSAM), Seville, Spain",1
"Department of Medical and Surgical Sciences, University of Cordoba, 14004 Cordoba, Spain",1
"Department of Medicine and Medical Specialties, Faculty of Medicine and Health Sciences, Faculty of Medicine Alcalá University  Madrid Spain",1
"Department of Neuroradiology, Hospital del Mar , Barcelona 08003 , Spain",1
"Department of Neuroradiology, Hospital Clinic Barcelona and Magnetic Resonance Imaging, Core Facility, IDIBAPS , Barcelona 08036 , Spain",1
"Department of Neuroradiology, Bellvitge University Hospital, L'Hospitalet de Llobregat, Spain",1
"Department of Neurology, University Hospital del Mar, Barcelona, Spain",1
"Department of Neurology, Stroke Unit, Hospital Arnau de Vilanova, Lleida, Spain",1
"Department of Neurology, Neurovascular Research Group, IMIM-Hospital del Mar, Barcelona, Spain",1
"Department of Neurology, Neurology Neurovascular Research Unit Hospital del Mar Research Institute (IMIM), Barcelona, Spain",1
"Department of Neurology, Hospital del Mar, Universitat Pompeu Fabra, Barcelona, Spain.",1
"Department of Neurology, Hospital del Mar, Barcelona, Spain;",1
"Department of Neurology, Hospital del Mar, Barcelona, Catalonia, Spain",1
"Department of Neurology, Hospital del Mar , Barcelona 08003 , Spain",1
"Department of Neurology, Hospital de la Santa Creu i Sant Pau, IIB-Sant Pau, Barcelona, Spain",1
"Department of Neurology, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",1
"Department of Neurology, Hospital de Sant Pau I Santa Creu, Barcelona, Catalonia, Spain",1
"Department of Nephrology, Hospital Universitario Dr. Negrin, Gran Canaria, Spain",1
"Department of Neurology, Hospital Universitario de Marqués de Valdecilla, IDIVAL, University of Cantabria, Santander, Spain",1
"Department of Neurology, Hospital Universitario de La Princesa, Madrid, Spain",1
"Department of Neurology, Hospital Universitario Virgen del Rocio, IBIS, Seville, Spain",1
"Department of Neurology, Hospital Universitario Ramón y Cajal, Madrid, Spain",1
"Department of Neurology, Hospital Universitario Quirónsalud, Madrid, Spain",1
"Department of Neurology, Hospital Universitario Dr. Peset, Valencia, Spain",1
"Department of Neurology, Hospital Universitario 12 de Octubre, Instituto de Investigación Imas12, Universidad Complutense de Madrid, Madrid, Spain",1
"Department of Neurology, Hospital Universitari de Girona Doctor Josep Trueta, Girona, Catalonia, Spain",1
"Department of Neurology, Hospital Universitari Vall d'Hebron, Department of Medicine, Universitat Autònoma de Barcelona, Epilepsy Unit, Barcelona, Spain",1
"Department of Neurology, Hospital Universitari Joan XXIII, Tarragona, Spain",1
"Department of Neurology, Hospital Sant Joan de Déu – Fundació Althaia, Manresa, Spain",1
"Department of Neurology, Hospital Mútua Terrassa, Terrassa, Spain",1
"Department of Neurology, Hospital Moisés Broggi, Sant Joan Despí, Spain",1
"Department of Neurology, Hospital Mataró, Mataró, Spain",1
"Department of Neurology, Hospital La Paz Institute for Health Research–IdiPAZ (La Paz University Hospital–Universidad Autónoma de Madrid), Madrid, Spain",1
"Department of Neurology, Hospital Verge de la Cinta, Tortosa, Spain",1
"Department of Nutrition, Harvard T. H. Chan School of Public Health, Boston, MA, USA",1
"Department of Nutrition, Food Sciences, and Physiology, University of Navarra, Pamplona, 31009 Spain",1
"Department of Nutrition, Food Sciences, and Physiology, Center for Nutrition Research, University of Navarra, 31008 Pamplona, Spain",1
"Department of Nutrition, Food Sciences and Physiology, University of Navarra, Pamplona, Spain",1
"Department of Nutrition, Food Sciences and Physiology, University of Navarra, 31008 Pamplona, Spain",1
"Department of Nutrition, Food Sciences and Physiology, Center for NutritionResearch, University of Navarra, Pamplona, Spain",1
"Department of Nutrition, Food Science and Gastronomy, XaRTA, INSA, School of Pharmacy and Food Sciences, University of Barcelona, Barcelona, 08028 Spain",1
Department of Nutrition Harvard T.H. Chan School of Public Health. 665 Huntington Avenue Boston  Massachusetts 02115 USA,1
"Department of Nutrition Food Sciences, and Physiology Center for Nutrition Research University of Navarra C/ Irunlarrea 1. Pamplona Navarra 31008 Spain",1
Department of Nutrition Food Science and Gastronomy XaRTA INSA School of Pharmacy and Food Sciences University of Barcelona  Barcelona 08028 Spain,1
"Department of Nursing, University of the Basque Country, Member of the Biocruces Bizkaia Health Research Institute, Bizkaia, Spain",1
"Department of Nursing, University of Murcia, Cartagena, Murcia, Spain",1
"Department of Nursing, School of Health Sciences. University of Malaga- Instituto de Investigación Biomédica de Málaga (IBIMA), Málaga, Spain",1
"Department of Nursing, Physiotherapy and Medicine, University of Almería, Almería, Spain",1
"Department of Nursing, Faculty of Medicine and Health Science, Universitat Internacional de Catalunya, Barcelona, Spain",1
"Department of Neuroscience, HUGTP, Badalona, Spain",1
"Department of Nursing School of Health Sciences University of Málaga‐Institute of Biomedical Research in Malaga (IBIMA)  Calle Severo Ochoa, 63. Málaga 29590 Spain",1
"Department of Nuclear Medicine, Hospital del Mar, Parc de Salut Mar, Barcelona, Spain",1
"Department of Nuclear Medicine, Hospital Universitari de Girona Dr. Josep Trueta, Girona, Spain",1
"Department of Nuclear Medicine, Hospital Clínic i Provincial, Barcelona, Spain",1
"Department of Neurosurgery, Vall d'Hebron University Hospital, Barcelona, Spain.",1
"Department of Neurosurgery, Hospital del Mar , Barcelona 08003 , Spain",1
"Department of Neurosurgery, Hospital de Sant Pau, Barcelona Spain.",1
"Department of Neurosurgery, Hospital Clínic of Barcelona, Barcelona, Spain; Department of Interventional Neuroradiology, Hospital Clínic of Barcelona, Barcelona, Spain. Electronic address: torne@clinic.cat.",1
"Department of Neurosurgery, Hospital Clínic of Barcelona, Barcelona, Spain.",1
"Department of Neurosurgery, Germans Trias i Pujol University Hospital, Badalona Spain.",1
"Department of Neurosurgery, Bellvitge University Hospital, L'Hospitalet de Llobregat, Spain.",1
"Department of Neurosurgery and Neurology, Reina Sofia University Hospital (HURS), 14004 Cordoba, Spain",1
"Department of Neurosciences, Hospital Universitari Germans Trias i Pujol, Interventional Neuroradiology Unit, Badalona, Spain",1
"Department of Neuroscience, Yale School of Medicine , 333 Cedar st.,  New Haven , CT 06510 ,",1
"Department of Neuroscience, University of the Basque Country UPV/EHU , 48940 Leioa, Biscay ,",1
"Department of Nursing, Faculty of Medicine and Health Science Universitat Internacional de Catalunya  Barcelona Spain",1
"Department of Nephrology, Hospital Virgen de las Nieves, Granada, Spain",1
"Department of Nephrology, Hospital Virgen de la Victoria, Malaga, Spain",1
"Department of Nephrology, Hospital Virgen de la Arrixaca, Murcia, Spain",1
"Department of Nephrology, Hospital Valld´Hebron, Barcelona, Spain",1
"Department of Nephrology, Hospital Vall d´Hebron, Barcelona, Spain",1
"Department of Nephrology, Hospital Universitario de Gran Canaria Doctor Negrín, Las Palmas de Gran Canaria, Spain",1
"Department of Nephrology, Hospital Universitario de Cruces, Bilbao, Spain",1
"Department of Nephrology, Hospital Universitario de Cruces, Barakaldo, Bilbao, Spain",1
"Department of Nephrology, Hospital Universitario de Canarias, Santa Cruz de Tenerife, Spain",1
"Department of Nephrology, Hospital Universitario de Cabueñes, Gijón, Spain",1
"Department of Nephrology, Hospital Universitario de Basurto, Bilbao, Spain",1
"Department of Nephrology, Hospital Universitario de Badajoz , Badajoz , Spain",1
"Department of Nephrology, Hospital Universitario Vírgen de la Arrixaca, El Palmar, Múrcia, Spain",1
"Department of Nephrology, Hospital Universitario Virgen del Rocío , Sevilla , Spain",1
"Department of Neurology, Hospital General Granollers, Granollers, Spain",1
"Department of Nephrology, Hospital Universitario Vall d'Hebron , Barcelona , Spain",1
"Department of Nephrology, Hospital Universitario Son Espases, Palma de Mallorca, Spain",1
"Department of Nephrology, Hospital Universitario Son Espases , Palma de Mallorca, Spain",1
"Department of Nephrology, Hospital Universitario Reina Sofia, Cordoba, Spain",1
"Department of Nephrology, Hospital Universitario Ramón y Cajal, Instituto Ramón y Cajal de Investigación Sanitaria (IRYCIS), Madrid, Spain",1
"Department of Nephrology, Hospital Universitario Ramón y Cajal , Madrid , Spain",1
"Department of Nephrology, Hospital Universitario Puerta de Hierro, Majadahonda, Madrid, Spain",1
"Department of Nephrology, Hospital Universitario Puerta de Hierro, Madrid, Spain",1
"Department of Nephrology, Hospital Universitario Príncipe de Asturias, Alcalá de Henares, Spain",1
